Date,Hour,NOx,NO,NO2
,,ug/m3,ug/m3,ug/m3
16/04/2018,4,-0.2,-0.6,0.8
16/04/2018,5,2.3,0.0,2.3
16/04/2018,6,3.8,0.3,3.4
16/04/2018,7,8.8,1.4,6.7
16/04/2018,8,9.2,0.9,7.8
16/04/2018,9,11.1,1.8,8.4
16/04/2018,10,13.0,2.3,9.7
16/04/2018,11,8.6,1.4,6.5
16/04/2018,12,8.8,1.6,6.3
16/04/2018,13,7.1,1.3,5.2
16/04/2018,14,8.0,1.5,5.7
16/04/2018,15,8.0,1.5,5.7
16/04/2018,16,8.2,1.5,5.9
16/04/2018,17,7.6,1.3,5.7
16/04/2018,18,8.0,1.3,6.1
16/04/2018,19,6.3,0.5,5.5
16/04/2018,20,5.5,0.3,5.0
16/04/2018,21,4.4,0.1,4.4
16/04/2018,22,3.1,-0.1,3.2
16/04/2018,23,2.1,-0.3,2.3
16/04/2018,24,1.1,-0.5,1.9
17/04/2018,1,1.0,-0.5,1.7
17/04/2018,2,0.4,-0.5,1.1
17/04/2018,3,0.4,-0.4,1.0
17/04/2018,4,0.0,-0.6,1.0
17/04/2018,5,0.8,-0.4,1.3
17/04/2018,6,0.6,-0.5,1.3
17/04/2018,7,5.2,0.6,4.2
17/04/2018,8,8.4,1.1,6.5
17/04/2018,9,12.4,1.8,9.7
17/04/2018,10,10.9,1.5,8.6
17/04/2018,11,8.4,1.4,6.3
17/04/2018,12,8.4,1.5,6.1
17/04/2018,13,7.4,1.1,5.9
17/04/2018,14,8.4,1.6,5.9
17/04/2018,15,7.8,1.6,5.5
17/04/2018,16,7.3,1.1,5.3
17/04/2018,17,7.3,1.1,5.7
17/04/2018,18,8.4,1.3,6.7
17/04/2018,19,5.3,0.3,5.0
17/04/2018,20,3.2,-0.1,3.4
17/04/2018,21,3.1,-0.4,3.6
17/04/2018,22,2.7,-0.3,3.1
17/04/2018,23,2.1,-0.4,2.7
17/04/2018,24,1.9,-0.3,2.3
18/04/2018,1,1.0,-0.6,1.9
18/04/2018,2,0.8,-0.5,1.5
18/04/2018,3,0.6,-0.4,1.1
18/04/2018,4,0.2,-0.5,1.1
18/04/2018,5,1.0,-0.5,1.5
18/04/2018,6,1.5,-0.4,2.1
18/04/2018,7,5.5,0.4,5.0
18/04/2018,8,10.3,0.9,9.0
18/04/2018,9,14.5,1.8,11.8
18/04/2018,10,12.2,1.8,9.7
18/04/2018,11,9.4,1.3,7.6
18/04/2018,12,10.3,1.3,8.4
18/04/2018,13,8.6,1.3,6.5
18/04/2018,14,10.5,2.3,7.1
18/04/2018,15,6.9,1.4,4.8
18/04/2018,16,5.9,1.4,3.8
18/04/2018,17,5.3,1.1,3.8
18/04/2018,18,5.5,1.1,4.0
18/04/2018,19,5.7,0.8,4.6
18/04/2018,20,4.8,0.1,4.4
18/04/2018,21,4.4,0.1,4.2
18/04/2018,22,4.2,-0.3,4.6
18/04/2018,23,2.5,-0.4,2.9
18/04/2018,24,1.3,-0.5,1.9
19/04/2018,1,0.6,-0.5,1.3
19/04/2018,2,0.6,-0.5,1.3
19/04/2018,3,0.4,-0.5,1.1
19/04/2018,4,0.2,-0.6,1.1
19/04/2018,5,0.6,-0.5,1.3
19/04/2018,6,1.5,-0.3,1.9
19/04/2018,7,4.8,0.5,4.0
19/04/2018,8,9.0,1.5,6.7
19/04/2018,9,13.8,2.3,10.3
19/04/2018,10,18.7,3.1,13.9
19/04/2018,11,10.3,1.1,8.6
19/04/2018,12,7.3,0.9,5.9
19/04/2018,13,6.3,0.5,5.5
19/04/2018,14,5.7,0.5,5.0
19/04/2018,15,7.6,1.1,5.9
19/04/2018,16,6.3,0.6,5.3
19/04/2018,17,8.2,1.1,6.5
19/04/2018,18,6.9,0.5,6.1
19/04/2018,19,4.4,0.0,4.2
19/04/2018,20,3.2,-0.1,3.4
19/04/2018,21,4.8,0.0,4.8
19/04/2018,22,4.2,-0.4,4.8
19/04/2018,23,7.8,-0.5,8.6
19/04/2018,24,2.7,-0.4,3.2
20/04/2018,1,1.7,-0.5,2.3
20/04/2018,2,1.7,-0.6,2.7
20/04/2018,3,0.4,-0.5,1.3
20/04/2018,4,0.8,-0.5,1.3
20/04/2018,5,1.3,-0.3,1.7
20/04/2018,6,2.3,-0.5,3.1
20/04/2018,7,8.0,0.0,8.0
20/04/2018,8,23.3,1.0,21.8
20/04/2018,9,20.8,1.1,19.3
20/04/2018,10,12.0,1.4,9.9
20/04/2018,11,5.9,0.6,5.0
20/04/2018,12,5.2,0.5,4.4
20/04/2018,13,5.0,0.4,4.4
20/04/2018,14,4.2,0.4,3.6
20/04/2018,15,5.0,0.5,4.2
20/04/2018,16,5.3,0.4,4.6
20/04/2018,17,5.5,0.6,4.6
20/04/2018,18,4.2,0.1,4.0
20/04/2018,19,3.4,0.0,3.4
20/04/2018,20,4.6,0.1,4.6
20/04/2018,21,5.9,-0.1,6.1
20/04/2018,22,5.9,-0.4,6.5
20/04/2018,23,20.4,0.0,20.4
20/04/2018,24,22.0,0.1,21.8
21/04/2018,1,8.8,-0.1,9.0
21/04/2018,2,4.2,-0.4,4.8
21/04/2018,3,1.9,-0.3,2.5
21/04/2018,4,1.3,-0.4,1.7
21/04/2018,5,0.8,-0.4,1.3
21/04/2018,6,1.0,-0.4,1.5
21/04/2018,7,1.9,-0.4,2.5
21/04/2018,8,6.1,0.0,6.1
21/04/2018,9,5.5,0.6,4.6
21/04/2018,10,5.9,0.9,4.6
21/04/2018,11,4.8,0.4,4.2
21/04/2018,12,4.6,0.4,4.0
21/04/2018,13,5.7,0.5,5.0
21/04/2018,14,5.5,0.5,4.8
21/04/2018,15,6.3,0.4,5.7
21/04/2018,16,6.9,0.5,6.1
21/04/2018,17,8.4,0.5,7.6
21/04/2018,18,9.4,0.3,9.2
21/04/2018,19,7.6,-0.3,8.0
21/04/2018,20,4.6,-0.4,5.3
21/04/2018,21,3.2,-0.5,3.8
21/04/2018,22,3.1,-0.4,3.6
21/04/2018,23,2.7,-0.3,3.1
21/04/2018,24,1.5,-0.5,2.3
22/04/2018,1,1.9,-0.5,2.7
22/04/2018,2,2.5,-0.4,3.1
22/04/2018,3,1.5,-0.6,2.5
22/04/2018,4,1.0,-0.5,1.7
22/04/2018,5,0.6,-0.5,1.5
22/04/2018,6,0.4,-0.6,1.3
22/04/2018,7,1.3,-0.4,1.9
22/04/2018,8,4.4,-0.1,4.6
22/04/2018,9,2.7,-0.3,3.2
22/04/2018,10,1.7,-0.1,2.1
22/04/2018,11,2.3,-0.1,2.5
22/04/2018,12,2.7,-0.1,2.9
22/04/2018,13,2.3,-0.3,2.7
22/04/2018,14,3.1,0.1,2.9
22/04/2018,15,1.9,-0.3,2.3
22/04/2018,16,1.5,-0.3,1.7
22/04/2018,17,1.3,-0.4,1.9
22/04/2018,18,1.5,-0.3,1.9
22/04/2018,19,1.9,0.0,2.1
22/04/2018,20,1.5,-0.4,2.1
22/04/2018,21,1.7,-0.3,2.1
22/04/2018,22,1.1,-0.4,1.9
22/04/2018,23,0.6,-0.5,1.3
22/04/2018,24,0.0,-0.6,1.1
23/04/2018,1,0.2,-0.4,1.0
23/04/2018,2,-0.2,-0.6,0.8
23/04/2018,3,0.2,-0.5,0.8
23/04/2018,4,0.2,-0.4,0.8
23/04/2018,5,1.1,-0.1,1.3
23/04/2018,6,2.9,0.1,2.7
23/04/2018,7,9.6,1.1,7.8
23/04/2018,8,15.1,1.4,13.0
23/04/2018,9,17.2,1.4,14.9
23/04/2018,10,24.1,2.8,19.9
23/04/2018,11,10.9,1.5,8.6
23/04/2018,12,10.9,1.9,8.0
23/04/2018,13,10.9,1.6,8.4
23/04/2018,14,4.4,0.6,3.4
23/04/2018,15,4.4,0.6,3.4
23/04/2018,16,5.9,1.3,4.2
23/04/2018,17,4.6,0.5,3.8
23/04/2018,18,3.2,0.3,2.9
23/04/2018,19,3.2,0.0,3.2
23/04/2018,20,3.2,0.0,3.4
23/04/2018,21,3.8,0.0,3.8
23/04/2018,22,1.3,-0.5,2.1
23/04/2018,23,0.8,-0.5,1.5
23/04/2018,24,0.4,-0.5,1.1
24/04/2018,1,0.4,-0.4,1.0
24/04/2018,2,0.2,-0.5,1.0
24/04/2018,3,0.4,-0.4,1.1
24/04/2018,4,0.4,-0.4,1.0
24/04/2018,5,1.0,-0.3,1.3
24/04/2018,6,1.3,-0.4,1.9
24/04/2018,7,7.1,1.0,5.5
24/04/2018,8,12.2,2.1,9.0
24/04/2018,9,20.1,3.0,15.5
24/04/2018,10,22.2,2.9,17.6
24/04/2018,11,11.1,1.8,8.4
24/04/2018,12,10.3,1.8,7.6
24/04/2018,13,,,
24/04/2018,14,,,
24/04/2018,15,,,
24/04/2018,16,7.8,0.8,6.9
24/04/2018,17,11.7,1.6,9.2
24/04/2018,18,5.2,0.5,4.4
24/04/2018,19,3.6,0.1,3.2
24/04/2018,20,2.9,0.0,2.9
24/04/2018,21,3.4,-0.3,3.8
24/04/2018,22,4.0,-0.3,4.4
24/04/2018,23,3.1,-0.4,3.6
24/04/2018,24,1.1,-0.5,1.7
25/04/2018,1,0.4,-0.5,1.1
25/04/2018,2,0.2,-0.3,0.6
25/04/2018,3,0.2,-0.4,0.8
25/04/2018,4,-0.2,-0.5,0.6
25/04/2018,5,1.5,0.1,1.3
25/04/2018,6,1.0,-0.4,1.5
25/04/2018,7,5.0,0.6,4.0
25/04/2018,8,12.4,2.6,8.4
25/04/2018,9,10.5,1.8,7.8
25/04/2018,10,11.1,2.3,7.6
25/04/2018,11,6.9,1.5,4.8
25/04/2018,12,6.5,1.1,4.8
25/04/2018,13,5.5,1.0,4.0
25/04/2018,14,4.6,0.9,3.4
25/04/2018,15,7.1,1.4,5.2
25/04/2018,16,4.0,0.4,3.4
25/04/2018,17,5.7,1.1,4.0
25/04/2018,18,3.2,0.3,2.9
25/04/2018,19,2.9,0.0,2.9
25/04/2018,20,2.1,0.0,2.1
25/04/2018,21,1.5,-0.4,2.1
25/04/2018,22,1.9,-0.1,2.1
25/04/2018,23,1.1,-0.4,1.7
25/04/2018,24,0.8,-0.4,1.3
26/04/2018,1,0.2,-0.5,1.0
26/04/2018,2,0.0,-0.5,0.8
26/04/2018,3,-0.4,-0.6,0.8
26/04/2018,4,0.4,-0.4,0.8
26/04/2018,5,1.5,0.1,1.3
26/04/2018,6,1.1,-0.1,1.5
26/04/2018,7,2.1,0.1,1.9
26/04/2018,8,6.3,1.1,4.6
26/04/2018,9,8.0,1.1,6.3
26/04/2018,10,8.2,1.3,6.3
26/04/2018,11,8.6,1.4,6.3
26/04/2018,12,10.5,1.8,7.8
26/04/2018,13,9.2,1.8,6.7
26/04/2018,14,6.1,1.0,4.6
26/04/2018,15,7.4,1.3,5.5
26/04/2018,16,5.3,0.5,4.6
26/04/2018,17,6.7,0.9,5.3
26/04/2018,18,8.2,1.1,6.5
26/04/2018,19,3.4,0.1,3.4
26/04/2018,20,9.0,1.4,6.9
26/04/2018,21,9.0,-0.1,9.2
26/04/2018,22,13.9,0.0,13.9
26/04/2018,23,15.7,-0.3,16.0
26/04/2018,24,10.9,-0.5,11.7
27/04/2018,1,14.9,-0.3,15.5
27/04/2018,2,13.2,0.0,13.2
27/04/2018,3,9.4,-0.3,9.9
27/04/2018,4,8.8,-0.4,9.4
27/04/2018,5,4.6,-0.4,5.2
27/04/2018,6,12.6,0.0,12.6
27/04/2018,7,27.3,2.8,23.1
27/04/2018,8,21.4,2.9,17.0
27/04/2018,9,18.0,2.9,13.8
27/04/2018,10,9.2,1.1,7.4
27/04/2018,11,8.8,1.0,7.3
27/04/2018,12,6.5,0.8,5.3
27/04/2018,13,8.8,1.3,6.9
27/04/2018,14,4.8,0.3,4.4
27/04/2018,15,7.3,0.8,6.1
27/04/2018,16,10.9,1.4,8.6
27/04/2018,17,10.3,1.3,8.4
27/04/2018,18,10.3,0.6,9.4
27/04/2018,19,9.9,0.5,9.2
27/04/2018,20,7.6,0.3,7.3
27/04/2018,21,10.5,0.1,10.5
27/04/2018,22,12.2,0.0,12.2
27/04/2018,23,11.5,-0.3,12.0
27/04/2018,24,18.1,-0.3,18.7
28/04/2018,1,15.1,-0.3,15.5
28/04/2018,2,8.2,-0.3,8.6
28/04/2018,3,12.6,-0.1,12.6
28/04/2018,4,8.2,-0.3,8.6
28/04/2018,5,5.0,-0.3,5.3
28/04/2018,6,5.7,-0.4,6.3
28/04/2018,7,17.8,3.6,12.2
28/04/2018,8,26.9,6.5,17.0
28/04/2018,9,21.0,3.3,16.2
28/04/2018,10,20.6,2.6,16.6
28/04/2018,11,10.5,0.8,9.2
28/04/2018,12,8.4,0.5,7.6
28/04/2018,13,5.0,0.1,4.8
28/04/2018,14,2.7,0.0,2.9
28/04/2018,15,2.3,-0.1,2.5
28/04/2018,16,1.7,-0.3,2.1
28/04/2018,17,4.6,0.1,4.4
28/04/2018,18,4.0,0.4,3.6
28/04/2018,19,3.8,-0.1,4.0
28/04/2018,20,3.4,-0.1,3.6
28/04/2018,21,10.1,0.1,10.1
28/04/2018,22,13.0,-0.4,13.4
28/04/2018,23,13.4,0.0,13.4
28/04/2018,24,20.8,0.1,20.6
29/04/2018,1,18.7,-0.3,18.9
29/04/2018,2,16.0,0.3,15.7
29/04/2018,3,22.7,3.0,18.3
29/04/2018,4,12.0,0.5,11.3
29/04/2018,5,21.6,2.3,18.0
29/04/2018,6,12.2,0.8,11.1
29/04/2018,7,8.0,0.3,7.6
29/04/2018,8,12.4,1.4,10.3
29/04/2018,9,5.2,0.1,5.0
29/04/2018,10,5.3,0.3,4.8
29/04/2018,11,2.9,-0.3,3.2
29/04/2018,12,2.1,-0.4,2.7
29/04/2018,13,2.7,-0.3,2.9
29/04/2018,14,3.2,-0.4,3.8
29/04/2018,15,2.7,-0.3,3.1
29/04/2018,16,5.2,-0.1,5.5
29/04/2018,17,3.8,-0.3,4.2
29/04/2018,18,4.6,-0.1,4.8
29/04/2018,19,5.0,-0.3,5.2
29/04/2018,20,7.3,-0.1,7.4
29/04/2018,21,4.8,-0.3,5.3
29/04/2018,22,7.3,-0.3,7.6
29/04/2018,23,11.8,-0.1,12.0
29/04/2018,24,30.6,4.0,24.4
30/04/2018,1,21.0,1.9,18.1
30/04/2018,2,12.8,0.0,12.8
30/04/2018,3,7.4,0.0,7.4
30/04/2018,4,4.0,-0.4,4.6
30/04/2018,5,6.3,0.1,6.1
30/04/2018,6,24.3,6.3,14.5
30/04/2018,7,36.9,9.3,22.5
30/04/2018,8,58.4,19.8,28.3
30/04/2018,9,29.4,6.1,20.1
30/04/2018,10,15.9,2.4,12.2
30/04/2018,11,10.1,1.5,8.0
30/04/2018,12,6.7,0.6,5.7
30/04/2018,13,9.2,1.8,6.7
30/04/2018,14,6.5,1.1,4.8
30/04/2018,15,7.8,1.3,5.9
30/04/2018,16,7.3,1.1,5.5
30/04/2018,17,6.5,1.0,5.0
30/04/2018,18,6.1,0.8,5.0
30/04/2018,19,2.9,-0.1,3.1
30/04/2018,20,2.9,-0.4,3.4
30/04/2018,21,3.6,-0.3,4.0
30/04/2018,22,9.7,-0.5,10.5
30/04/2018,23,3.8,-0.5,4.6
30/04/2018,24,5.2,-0.6,6.1
01/05/2018,1,2.7,-0.4,3.4
01/05/2018,2,1.1,-0.6,2.1
01/05/2018,3,0.2,-0.5,1.0
01/05/2018,4,0.0,-0.6,1.0
01/05/2018,5,1.7,0.0,1.7
01/05/2018,6,1.0,-0.4,1.3
01/05/2018,7,5.5,1.0,4.0
01/05/2018,8,7.6,1.4,5.5
01/05/2018,9,8.0,1.4,5.9
01/05/2018,10,11.7,2.4,8.0
01/05/2018,11,14.3,3.0,9.7
01/05/2018,12,9.4,1.8,6.7
01/05/2018,13,9.2,1.5,6.9
01/05/2018,14,10.1,2.0,7.1
01/05/2018,15,18.3,4.0,12.0
01/05/2018,16,13.9,2.4,10.3
01/05/2018,17,14.3,2.1,11.3
01/05/2018,18,10.7,1.1,8.8
01/05/2018,19,11.7,0.9,10.3
01/05/2018,20,10.3,0.4,9.7
01/05/2018,21,16.8,1.4,14.7
01/05/2018,22,5.7,-0.1,5.9
01/05/2018,23,4.6,0.0,4.6
01/05/2018,24,2.9,-0.3,3.2
02/05/2018,1,2.5,-0.3,2.9
02/05/2018,2,3.1,-0.1,3.2
02/05/2018,3,1.1,-0.4,1.7
02/05/2018,4,1.9,-0.1,2.1
02/05/2018,5,5.9,1.0,4.2
02/05/2018,6,3.1,-0.3,3.4
02/05/2018,7,9.2,0.1,9.0
02/05/2018,8,13.6,1.3,11.7
02/05/2018,9,7.6,0.9,6.1
02/05/2018,10,10.3,1.8,7.6
02/05/2018,11,6.1,1.0,4.6
02/05/2018,12,7.1,1.4,5.0
02/05/2018,13,5.7,1.0,4.2
02/05/2018,14,8.0,1.3,6.1
02/05/2018,15,8.8,1.8,6.3
02/05/2018,16,6.7,1.0,5.2
02/05/2018,17,7.4,1.1,5.7
02/05/2018,18,4.6,0.1,4.4
02/05/2018,19,3.8,0.4,3.2
02/05/2018,20,3.2,-0.3,3.6
02/05/2018,21,7.3,-0.3,7.6
02/05/2018,22,7.1,-0.3,7.6
02/05/2018,23,4.0,-0.3,4.2
02/05/2018,24,1.5,-0.5,2.3
03/05/2018,1,1.7,-0.6,2.5
03/05/2018,2,0.6,-0.5,1.3
03/05/2018,3,0.4,-0.5,1.0
03/05/2018,4,0.0,-0.5,0.6
03/05/2018,5,0.6,-0.4,1.1
03/05/2018,6,1.7,-0.1,1.9
03/05/2018,7,4.4,0.5,3.6
03/05/2018,8,13.4,1.8,10.7
03/05/2018,9,22.2,2.5,18.3
03/05/2018,10,25.6,2.9,21.4
03/05/2018,11,16.6,1.9,13.8
03/05/2018,12,16.0,2.3,12.4
03/05/2018,13,11.5,2.0,8.4
03/05/2018,14,7.4,1.1,5.7
03/05/2018,15,5.2,0.9,3.8
03/05/2018,16,5.2,0.8,4.0
03/05/2018,17,6.5,1.5,4.0
03/05/2018,18,4.6,0.6,3.6
03/05/2018,19,2.1,-0.1,2.3
03/05/2018,20,2.3,0.0,2.5
03/05/2018,21,4.2,0.4,3.4
03/05/2018,22,2.1,-0.1,2.3
03/05/2018,23,1.9,-0.4,2.7
03/05/2018,24,1.3,-0.6,2.1
04/05/2018,1,0.8,-0.5,1.5
04/05/2018,2,0.4,-0.5,1.0
04/05/2018,3,1.0,-0.4,1.5
04/05/2018,4,0.8,-0.4,1.3
04/05/2018,5,1.1,-0.4,1.5
04/05/2018,6,1.9,0.0,1.9
04/05/2018,7,4.6,0.9,3.1
04/05/2018,8,11.8,1.9,9.2
04/05/2018,9,17.6,2.9,13.0
04/05/2018,10,9.2,1.9,6.3
04/05/2018,11,5.7,0.8,4.6
04/05/2018,12,6.7,1.0,5.2
04/05/2018,13,9.4,1.9,6.5
04/05/2018,14,7.4,1.4,5.3
04/05/2018,15,12.8,2.8,8.6
04/05/2018,16,11.5,2.6,7.4
04/05/2018,17,8.4,2.3,5.0
04/05/2018,18,5.2,0.9,4.0
04/05/2018,19,5.5,0.5,4.8
04/05/2018,20,4.2,0.1,3.8
04/05/2018,21,10.3,1.3,8.4
04/05/2018,22,6.7,-0.1,6.9
04/05/2018,23,6.7,0.0,6.7
04/05/2018,24,3.1,0.0,3.2
05/05/2018,1,1.5,-0.4,2.1
05/05/2018,2,1.0,-0.4,1.3
05/05/2018,3,0.8,-0.3,1.1
05/05/2018,4,0.6,-0.5,1.3
05/05/2018,5,0.2,-0.4,0.8
05/05/2018,6,0.4,-0.5,1.1
05/05/2018,7,0.6,-0.6,1.3
05/05/2018,8,1.3,-0.4,1.7
05/05/2018,9,2.1,-0.5,2.7
05/05/2018,10,3.2,0.0,3.2
05/05/2018,11,3.2,0.0,3.1
05/05/2018,12,2.7,0.0,2.7
05/05/2018,13,3.4,0.1,3.2
05/05/2018,14,1.9,-0.3,2.3
05/05/2018,15,1.9,-0.1,2.1
05/05/2018,16,3.6,0.4,3.1
05/05/2018,17,2.3,-0.1,2.5
05/05/2018,18,2.1,-0.1,2.3
05/05/2018,19,2.3,-0.4,2.7
05/05/2018,20,2.5,-0.3,2.9
05/05/2018,21,3.2,-0.3,3.6
05/05/2018,22,3.4,-0.5,4.2
05/05/2018,23,3.2,-0.3,3.4
05/05/2018,24,2.5,-0.4,3.1
06/05/2018,1,1.3,-0.5,2.1
06/05/2018,2,1.7,-0.5,2.5
06/05/2018,3,1.0,-0.5,1.7
06/05/2018,4,1.0,-0.4,1.5
06/05/2018,5,0.0,-0.6,1.0
06/05/2018,6,-0.2,-0.5,0.8
06/05/2018,7,0.8,-0.5,1.5
06/05/2018,8,1.3,-0.4,1.9
06/05/2018,9,1.7,-0.1,1.9
06/05/2018,10,1.5,-0.4,2.1
06/05/2018,11,3.6,0.1,3.4
06/05/2018,12,5.2,0.6,4.0
06/05/2018,13,4.6,0.6,3.6
06/05/2018,14,6.9,1.1,5.2
06/05/2018,15,5.7,0.6,4.8
06/05/2018,16,3.4,0.1,3.2
06/05/2018,17,2.3,-0.3,2.5
06/05/2018,18,2.3,-0.3,2.5
06/05/2018,19,2.5,0.0,2.5
06/05/2018,20,3.2,-0.1,3.4
06/05/2018,21,4.6,-0.1,4.8
06/05/2018,22,3.1,-0.1,3.2
06/05/2018,23,9.4,-0.1,9.6
06/05/2018,24,7.3,-0.4,7.6
07/05/2018,1,3.1,-0.5,3.8
07/05/2018,2,4.8,0.1,4.8
07/05/2018,3,2.3,-0.3,2.7
07/05/2018,4,0.6,-0.5,1.5
07/05/2018,5,1.7,0.1,1.5
07/05/2018,6,1.9,0.1,1.7
07/05/2018,7,2.7,0.3,2.3
07/05/2018,8,3.4,0.1,3.1
07/05/2018,9,4.2,0.9,2.9
07/05/2018,10,3.6,0.5,2.9
07/05/2018,11,4.2,0.5,3.4
07/05/2018,12,4.8,0.8,3.6
07/05/2018,13,4.6,0.9,3.2
07/05/2018,14,4.8,0.8,3.6
07/05/2018,15,4.6,0.9,3.4
07/05/2018,16,3.8,0.4,3.2
07/05/2018,17,4.4,0.5,3.6
07/05/2018,18,3.8,0.4,3.2
07/05/2018,19,3.2,0.1,3.2
07/05/2018,20,3.2,-0.1,3.2
07/05/2018,21,5.5,0.0,5.5
07/05/2018,22,3.2,-0.4,3.6
07/05/2018,23,2.3,-0.1,2.5
07/05/2018,24,1.1,-0.3,1.5
08/05/2018,1,0.8,-0.4,1.1
08/05/2018,2,0.4,-0.5,1.3
08/05/2018,3,0.4,-0.4,1.0
08/05/2018,4,0.4,-0.3,0.8
08/05/2018,5,2.5,0.4,1.9
08/05/2018,6,2.1,-0.3,2.5
08/05/2018,7,4.0,0.5,3.2
08/05/2018,8,6.7,1.3,4.8
08/05/2018,9,6.7,1.1,5.0
08/05/2018,10,7.4,1.4,5.2
08/05/2018,11,5.2,0.8,4.0
08/05/2018,12,5.9,1.1,4.2
08/05/2018,13,5.9,1.1,4.2
08/05/2018,14,4.8,0.9,3.2
08/05/2018,15,4.8,0.9,3.4
08/05/2018,16,4.2,0.6,3.2
08/05/2018,17,4.8,0.6,3.8
08/05/2018,18,3.6,0.3,3.2
08/05/2018,19,1.7,-0.3,2.1
08/05/2018,20,2.5,-0.1,2.5
08/05/2018,21,6.1,0.3,5.7
08/05/2018,22,3.4,-0.4,4.0
08/05/2018,23,3.8,-0.3,4.2
08/05/2018,24,1.9,-0.4,2.5
09/05/2018,1,0.6,-0.6,1.5
09/05/2018,2,0.4,-0.3,0.8
09/05/2018,3,0.4,-0.3,0.8
09/05/2018,4,-0.2,-0.5,0.6
09/05/2018,5,0.6,-0.3,1.1
09/05/2018,6,1.1,-0.3,1.5
09/05/2018,7,5.5,1.3,3.6
09/05/2018,8,7.1,1.3,5.0
09/05/2018,9,10.1,1.5,7.8
09/05/2018,10,27.7,9.0,13.9
09/05/2018,11,8.2,1.5,5.9
09/05/2018,12,9.9,1.3,8.0
09/05/2018,13,9.2,1.0,7.6
09/05/2018,14,8.4,1.3,6.5
09/05/2018,15,6.3,1.1,4.6
09/05/2018,16,5.5,1.0,4.0
09/05/2018,17,4.8,0.5,3.8
09/05/2018,18,4.4,0.4,3.6
09/05/2018,19,3.6,0.0,3.4
09/05/2018,20,2.9,-0.3,3.4
09/05/2018,21,3.2,-0.1,3.4
09/05/2018,22,3.1,-0.4,3.6
09/05/2018,23,2.1,-0.4,2.7
09/05/2018,24,1.1,-0.4,1.7
10/05/2018,1,0.8,-0.4,1.3
10/05/2018,2,0.0,-0.6,1.0
10/05/2018,3,-0.2,-0.5,0.6
10/05/2018,4,-0.2,-0.6,0.8
10/05/2018,5,0.4,-0.4,1.0
10/05/2018,6,2.7,-0.3,3.1
10/05/2018,7,7.4,0.3,7.1
10/05/2018,8,12.4,1.4,10.3
10/05/2018,9,12.8,1.8,9.9
10/05/2018,10,12.8,2.4,9.2
10/05/2018,11,5.9,1.3,4.2
10/05/2018,12,5.2,0.8,4.0
10/05/2018,13,5.3,0.8,4.2
10/05/2018,14,5.9,1.0,4.4
10/05/2018,15,8.2,1.6,5.9
10/05/2018,16,8.2,1.5,5.9
10/05/2018,17,7.6,1.3,5.7
10/05/2018,18,10.3,1.6,7.8
10/05/2018,19,4.2,0.3,3.8
10/05/2018,20,3.8,0.1,3.6
10/05/2018,21,4.4,0.1,4.2
10/05/2018,22,5.9,-0.1,6.1
10/05/2018,23,4.0,-0.1,4.2
10/05/2018,24,2.3,-0.4,2.7
11/05/2018,1,1.5,-0.3,1.9
11/05/2018,2,0.8,-0.4,1.3
11/05/2018,3,0.8,-0.3,1.1
11/05/2018,4,0.2,-0.4,1.0
11/05/2018,5,1.0,-0.3,1.1
11/05/2018,6,0.4,-0.4,1.0
11/05/2018,7,3.1,0.4,2.5
11/05/2018,8,4.4,0.6,3.4
11/05/2018,9,8.4,1.6,5.9
11/05/2018,10,12.8,1.4,10.7
11/05/2018,11,18.3,1.5,16.0
11/05/2018,12,14.7,1.8,12.0
11/05/2018,13,13.9,1.8,11.5
11/05/2018,14,9.7,2.1,6.5
11/05/2018,15,8.8,1.9,5.9
11/05/2018,16,7.8,1.5,5.5
11/05/2018,17,7.6,1.4,5.5
11/05/2018,18,6.5,0.6,5.5
11/05/2018,19,5.2,0.4,4.6
11/05/2018,20,3.2,-0.1,3.4
11/05/2018,21,7.4,0.1,7.3
11/05/2018,22,17.8,0.5,17.0
11/05/2018,23,14.1,0.3,13.8
11/05/2018,24,27.9,1.5,25.6
12/05/2018,1,22.3,0.9,21.2
12/05/2018,2,5.7,-0.1,5.9
12/05/2018,3,2.5,-0.4,3.2
12/05/2018,4,3.2,-0.4,3.8
12/05/2018,5,9.9,0.0,9.9
12/05/2018,6,11.5,0.3,11.1
12/05/2018,7,6.3,0.0,6.3
12/05/2018,8,6.7,0.9,5.3
12/05/2018,9,6.3,1.1,4.6
12/05/2018,10,5.0,0.6,4.0
12/05/2018,11,4.6,0.4,4.0
12/05/2018,12,4.4,0.4,3.6
12/05/2018,13,4.4,0.4,3.8
12/05/2018,14,5.0,0.4,4.4
12/05/2018,15,3.6,0.3,3.4
12/05/2018,16,3.6,0.1,3.4
12/05/2018,17,3.6,0.0,3.6
12/05/2018,18,2.7,-0.1,2.9
12/05/2018,19,1.7,-0.3,2.1
12/05/2018,20,2.3,-0.4,2.9
12/05/2018,21,5.7,-0.1,6.1
12/05/2018,22,6.3,-0.1,6.5
12/05/2018,23,6.5,-0.3,6.9
12/05/2018,24,3.6,-0.3,4.0
13/05/2018,1,3.1,-0.3,3.2
13/05/2018,2,1.7,-0.5,2.5
13/05/2018,3,1.3,-0.3,1.7
13/05/2018,4,1.0,-0.4,1.5
13/05/2018,5,1.1,-0.5,1.7
13/05/2018,6,0.6,-0.4,1.1
13/05/2018,7,1.0,-0.5,1.7
